8.12 -0.0976352 -0.314988
8.13 -0.100769 -0.31175
8.14 -0.10387 -0.30841
8.15 -0.106937 -0.304969
8.16 -0.109969 -0.30143
8.17 -0.112965 -0.297792
8.18 -0.115924 -0.294058
8.19 -0.118846 -0.290228
8.2 -0.121729 -0.286304
8.21 -0.124572 -0.282287
8.22 -0.127374 -0.278178
8.23 -0.130135 -0.27398
8.24 -0.132853 -0.269692
8.25 -0.135529 -0.265317
8.26 -0.138159 -0.260856
8.27 -0.140745 -0.256311
8.28 -0.143285 -0.251682
8.29 -0.145779 -0.246972
8.3 -0.148225 -0.242183
8.31 -0.150622 -0.237315
8.32 -0.152971 -0.23237
8.33 -0.155269 -0.22735
8.34 -0.157517 -0.222256
8.35 -0.159714 -0.217091
8.36 -0.161859 -0.211856
8.37 -0.163951 -0.206552
8.38 -0.16599 -0.201182
8.39 -0.167974 -0.195747
8.4 -0.169904 -0.190249
8.41 -0.171779 -0.184689
8.42 -0.173598 -0.17907
8.43 -0.17536 -0.173393
8.44 -0.177066 -0.167661
8.45 -0.178713 -0.161874
8.46 -0.180303 -0.156036
8.47 -0.181834 -0.150147
8.48 -0.183306 -0.14421
8.49 -0.184718 -0.138226
8.5 -0.18607 -0.132199
8.51 -0.187362 -0.126128
8.52 -0.188593 -0.120017
8.53 -0.189762 -0.113868
8.54 -0.19087 -0.107682
8.55 -0.191916 -0.101461
8.56 -0.192899 -0.0952082
8.57 -0.19382 -0.0889245
8.58 -0.194677 -0.0826123
8.59 -0.195472 -0.0762736
8.6 -0.196203 -0.0699104
8.61 -0.19687 -0.0635248
8.62 -0.197473 -0.0571188
8.63 -0.198012 -0.0506945
8.64 -0.198487 -0.0442539
8.65 -0.198897 -0.0377992
8.66 -0.199243 -0.0313323
8.67 -0.199524 -0.0248554
8.68 -0.19974 -0.0183705
8.69 -0.199891 -0.0118798
8.7 -0.199978 -0.00538523
8.71 -0.199999 0.00111106
8.72 -0.199955 0.00760699
8.73 -0.199847 0.0141005
8.74 -0.199673 0.0205895
8.75 -0.199435 0.0270718
8.76 -0.199132 0.0335455
8.77 -0.198764 0.0400085
8.78 -0.198332 0.0464586
8.79 -0.197835 0.0528938
8.8 -0.197274 0.0593121
8.81 -0.196649 0.0657114
8.82 -0.19596 0.0720895
8.83 -0.195207 0.0784446
8.84 -0.194391 0.0847745
8.85 -0.193512 0.0910772
8.86 -0.19257 0.0973506
8.87 -0.191565 0.103593
8.88 -0.190498 0.109802
8.89 -0.189369 0.115976
8.9 -0.188179 0.122112
8.91 -0.186927 0.128209
8.92 -0.185615 0.134265
8.93 -0.184242 0.140278
8.94 -0.182809 0.146246
8.95 -0.181317 0.152167
8.96 -0.179766 0.158039
8.97 -0.178156 0.16386
8.98 -0.176489 0.169628
8.99 -0.174764 0.175342
9 -0.172982 0.180999
